State,City,Department,L1_Role,L1_Email,L2_Role,L2_Email,L3_Role,L3_Email
Punjab,Jalandhar,water,Junior Engineer - Water,je.water.jalandhar@punjab.gov.in,Municipal Commissioner,commissioner.jalandhar@punjab.gov.in,Principal Secretary - Water,secy.water@punjab.gov.in
Punjab,Jalandhar,pwd,Junior Engineer - PWD,je.pwd.jalandhar@punjab.gov.in,Municipal Commissioner,commissioner.jalandhar@punjab.gov.in,Principal Secretary - PWD,secy.pwd@punjab.gov.in
Punjab,Jalandhar,electricity,Junior Engineer - Electricity,je.electricity.jalandhar@punjab.gov.in,Municipal Commissioner,commissioner.jalandhar@punjab.gov.in,Principal Secretary - Electricity,secy.electricity@punjab.gov.in
Punjab,Jalandhar,encroachment,Junior Engineer - Encroachment,je.encroachment.jalandhar@punjab.gov.in,Municipal Commissioner,commissioner.jalandhar@punjab.gov.in,Principal Secretary - Encroachment,secy.encroachment@punjab.gov.in
Punjab,Jalandhar,horticulture,Junior Engineer - Horticulture,je.horticulture.jalandhar@punjab.gov.in,Municipal Commissioner,commissioner.jalandhar@punjab.gov.in,Principal Secretary - Horticulture,secy.horticulture@punjab.gov.in
Punjab,Jalandhar,health,Junior Engineer - Health,je.health.jalandhar@punjab.gov.in,Municipal Commissioner,commissioner.jalandhar@punjab.gov.in,Principal Secretary - Health,secy.health@punjab.gov.in
Punjab,Jalandhar,revenue,Junior Engineer - Revenue,je.revenue.jalandhar@punjab.gov.in,Municipal Commissioner,commissioner.jalandhar@punjab.gov.in,Principal Secretary - Revenue,secy.revenue@punjab.gov.in
Punjab,Ludhiana,sanitation,Junior Engineer - Sanitation,je.sanitation.ludhiana@punjab.gov.in,Municipal Commissioner,commissioner.ludhiana@punjab.gov.in,Principal Secretary - Sanitation,secy.sanitation@punjab.gov.in
Punjab,Ludhiana,water,Junior Engineer - Water,je.water.ludhiana@punjab.gov.in,Municipal Commissioner,commissioner.ludhiana@punjab.gov.in,Principal Secretary - Water,secy.water@punjab.gov.in
Punjab,Ludhiana,pwd,Junior Engineer - PWD,je.pwd.ludhiana@punjab.gov.in,Municipal Commissioner,commissioner.ludhiana@punjab.gov.in,Principal Secretary - PWD,secy.pwd@punjab.gov.in
Punjab,Ludhiana,electricity,Junior Engineer - Electricity,je.electricity.ludhiana@punjab.gov.in,Municipal Commissioner,commissioner.ludhiana@punjab.gov.in,Principal Secretary - Electricity,secy.electricity@punjab.gov.in
Punjab,Ludhiana,encroachment,Junior Engineer - Encroachment,je.encroachment.ludhiana@punjab.gov.in,Municipal Commissioner,commissioner.ludhiana@punjab.gov.in,Principal Secretary - Encroachment,secy.encroachment@punjab.gov.in
Punjab,Ludhiana,horticulture,Junior Engineer - Horticulture,je.horticulture.ludhiana@punjab.gov.in,Municipal Commissioner,commissioner.ludhiana@punjab.gov.in,Principal Secretary - Horticulture,secy.horticulture@punjab.gov.in
Punjab,Ludhiana,health,Junior Engineer - Health,je.health.ludhiana@punjab.gov.in,Municipal Commissioner,commissioner.ludhiana@punjab.gov.in,Principal Secretary - Health,secy.health@punjab.gov.in
Punjab,Ludhiana,revenue,Junior Engineer - Revenue,je.revenue.ludhiana@punjab.gov.in,Municipal Commissioner,commissioner.ludhiana@punjab.gov.in,Principal Secretary - Revenue,secy.revenue@punjab.gov.in
Rajasthan,Jaipur,sanitation,Junior Engineer - Sanitation,je.sanitation.jaipur@rajasthan.gov.in,Municipal Commissioner,commissioner.jaipur@rajasthan.gov.in,Principal Secretary - Sanitation,secy.sanitation@rajasthan.gov.in
Rajasthan,Jaipur,water,Junior Engineer - Water,je.water.jaipur@rajasthan.gov.in,Municipal Commissioner,commissioner.jaipur@rajasthan.gov.in,Principal Secretary - Water,secy.water@rajasthan.gov.in
Rajasthan,Jaipur,pwd,Junior Engineer - PWD,je.pwd.jaipur@rajasthan.gov.in,Municipal Commissioner,commissioner.jaipur@rajasthan.gov.in,Principal Secretary - PWD,secy.pwd@rajasthan.gov.in
Rajasthan,Jaipur,electricity,Junior Engineer - Electricity,je.electricity.jaipur@rajasthan.gov.in,Municipal Commissioner,commissioner.jaipur@rajasthan.gov.in,Principal Secretary - Electricity,secy.electricity@rajasthan.gov.in
Rajasthan,Jaipur,encroachment,Junior Engineer - Encroachment,je.encroachment.jaipur@rajasthan.gov.in,Municipal Commissioner,commissioner.jaipur@rajasthan.gov.in,Principal Secretary - Encroachment,secy.encroachment@rajasthan.gov.in
Rajasthan,Jaipur,horticulture,Junior Engineer - Horticulture,je.horticulture.jaipur@rajasthan.gov.in,Municipal Commissioner,commissioner.jaipur@rajasthan.gov.in,Principal Secretary - Horticulture,secy.horticulture@rajasthan.gov.in
Rajasthan,Jaipur,health,Junior Engineer - Health,je.health.jaipur@rajasthan.gov.in,Municipal Commissioner,commissioner.jaipur@rajasthan.gov.in,Principal Secretary - Health,secy.health@rajasthan.gov.in
Rajasthan,Jaipur,revenue,Junior Engineer - Revenue,je.revenue.jaipur@rajasthan.gov.in,Municipal Commissioner,commissioner.jaipur@rajasthan.gov.in,Principal Secretary - Revenue,secy.revenue@rajasthan.gov.in
Rajasthan,Jodhpur,sanitation,Junior Engineer - Sanitation,je.sanitation.jodhpur@rajasthan.gov.in,Municipal Commissioner,commissioner.jodhpur@rajasthan.gov.in,Principal Secretary - Sanitation,secy.sanitation@rajasthan.gov.in
Rajasthan,Jodhpur,water,Junior Engineer - Water,je.water.jodhpur@rajasthan.gov.in,Municipal Commissioner,commissioner.jodhpur@rajasthan.gov.in,Principal Secretary - Water,secy.water@rajasthan.gov.in
Rajasthan,Jodhpur,pwd,Junior Engineer - PWD,je.pwd.jodhpur@rajasthan.gov.in,Municipal Commissioner,commissioner.jodhpur@rajasthan.gov.in,Principal Secretary - PWD,secy.pwd@rajasthan.gov.in
Rajasthan,Jodhpur,electricity,Junior Engineer - Electricity,je.electricity.jodhpur@rajasthan.gov.in,Municipal Commissioner,commissioner.jodhpur@rajasthan.gov.in,Principal Secretary - Electricity,secy.electricity@rajasthan.gov.in
Rajasthan,Jodhpur,encroachment,Junior Engineer - Encroachment,je.encroachment.jodhpur@rajasthan.gov.in,Municipal Commissioner,commissioner.jodhpur@rajasthan.gov.in,Principal Secretary - Encroachment,secy.encroachment@rajasthan.gov.in
Rajasthan,Jodhpur,horticulture,Junior Engineer - Horticulture,je.horticulture.jodhpur@rajasthan.gov.in,Municipal Commissioner,commissioner.jodhpur@rajasthan.gov.in,Principal Secretary - Horticulture,secy.horticulture@rajasthan.gov.in
Rajasthan,Jodhpur,health,Junior Engineer - Health,je.health.jodhpur@rajasthan.gov.in,Municipal Commissioner,commissioner.jodhpur@rajasthan.gov.in,Principal Secretary - Health,secy.health@rajasthan.gov.in
Rajasthan,Jodhpur,revenue,Junior Engineer - Revenue,je.revenue.jodhpur@rajasthan.gov.in,Municipal Commissioner,commissioner.jodhpur@rajasthan.gov.in,Principal Secretary - Revenue,secy.revenue@rajasthan.gov.in
Rajasthan,Kota,sanitation,Junior Engineer - Sanitation,je.sanitation.kota@rajasthan.gov.in,Municipal Commissioner,commissioner.kota@rajasthan.gov.in,Principal Secretary - Sanitation,secy.sanitation@rajasthan.gov.in
Rajasthan,Kota,water,Junior Engineer - Water,je.water.kota@rajasthan.gov.in,Municipal Commissioner,commissioner.kota@rajasthan.gov.in,Principal Secretary - Water,secy.water@rajasthan.gov.in
Rajasthan,Kota,pwd,Junior Engineer - PWD,je.pwd.kota@rajasthan.gov.in,Municipal Commissioner,commissioner.kota@rajasthan.gov.in,Principal Secretary - PWD,secy.pwd@rajasthan.gov.in
Rajasthan,Kota,electricity,Junior Engineer - Electricity,je.electricity.kota@rajasthan.gov.in,Municipal Commissioner,commissioner.kota@rajasthan.gov.in,Principal Secretary - Electricity,secy.electricity@rajasthan.gov.in
Rajasthan,Kota,encroachment,Junior Engineer - Encroachment,je.encroachment.kota@rajasthan.gov.in,Municipal Commissioner,commissioner.kota@rajasthan.gov.in,Principal Secretary - Encroachment,secy.encroachment@rajasthan.gov.in
Rajasthan,Kota,horticulture,Junior Engineer - Horticulture,je.horticulture.kota@rajasthan.gov.in,Municipal Commissioner,commissioner.kota@rajasthan.gov.in,Principal Secretary - Horticulture,secy.horticulture@rajasthan.gov.in
Rajasthan,Kota,health,Junior Engineer - Health,je.health.kota@rajasthan.gov.in,Municipal Commissioner,commissioner.kota@rajasthan.gov.in,Principal Secretary - Health,secy.health@rajasthan.gov.in
Rajasthan,Kota,revenue,Junior Engineer - Revenue,je.revenue.kota@rajasthan.gov.in,Municipal Commissioner,commissioner.kota@rajasthan.gov.in,Principal Secretary - Revenue,secy.revenue@rajasthan.gov.in
Sikkim,Gangtok,sanitation,Junior Engineer - Sanitation,je.sanitation.gangtok@sikkim.gov.in,Municipal Commissioner,commissioner.gangtok@sikkim.gov.in,Principal Secretary - Sanitation,secy.sanitation@sikkim.gov.in
Sikkim,Gangtok,water,Junior Engineer - Water,je.water.gangtok@sikkim.gov.in,Municipal Commissioner,commissioner.gangtok@sikkim.gov.in,Principal Secretary - Water,secy.water@sikkim.gov.in
Sikkim,Gangtok,pwd,Junior Engineer - PWD,je.pwd.gangtok@sikkim.gov.in,Municipal Commissioner,commissioner.gangtok@sikkim.gov.in,Principal Secretary - PWD,secy.pwd@sikkim.gov.in
Sikkim,Gangtok,electricity,Junior Engineer - Electricity,je.electricity.gangtok@sikkim.gov.in,Municipal Commissioner,commissioner.gangtok@sikkim.gov.in,Principal Secretary - Electricity,secy.electricity@sikkim.gov.in
Sikkim,Gangtok,encroachment,Junior Engineer - Encroachment,je.encroachment.gangtok@sikkim.gov.in,Municipal Commissioner,commissioner.gangtok@sikkim.gov.in,Principal Secretary - Encroachment,secy.encroachment@sikkim.gov.in
Sikkim,Gangtok,horticulture,Junior Engineer - Horticulture,je.horticulture.gangtok@sikkim.gov.in,Municipal Commissioner,commissioner.gangtok@sikkim.gov.in,Principal Secretary - Horticulture,secy.horticulture@sikkim.gov.in
Sikkim,Gangtok,health,Junior Engineer - Health,je.health.gangtok@sikkim.gov.in,Municipal Commissioner,commissioner.gangtok@sikkim.gov.in,Principal Secretary - Health,secy.health@sikkim.gov.in
Sikkim,Gangtok,revenue,Junior Engineer - Revenue,je.revenue.gangtok@sikkim.gov.in,Municipal Commissioner,commissioner.gangtok@sikkim.gov.in,Principal Secretary - Revenue,secy.revenue@sikkim.gov.in
Sikkim,Gyalshing,sanitation,Junior Engineer - Sanitation,je.sanitation.gyalshing@sikkim.gov.in,Municipal Commissioner,commissioner.gyalshing@sikkim.gov.in,Principal Secretary - Sanitation,secy.sanitation@sikkim.gov.in
Sikkim,Gyalshing,water,Junior Engineer - Water,je.water.gyalshing@sikkim.gov.in,Municipal Commissioner,commissioner.gyalshing@sikkim.gov.in,Principal Secretary - Water,secy.water@sikkim.gov.in
Sikkim,Gyalshing,pwd,Junior Engineer - PWD,je.pwd.gyalshing@sikkim.gov.in,Municipal Commissioner,commissioner.gyalshing@sikkim.gov.in,Principal Secretary - PWD,secy.pwd@sikkim.gov.in
Sikkim,Gyalshing,electricity,Junior Engineer - Electricity,je.electricity.gyalshing@sikkim.gov.in,Municipal Commissioner,commissioner.gyalshing@sikkim.gov.in,Principal Secretary - Electricity,secy.electricity@sikkim.gov.in
Sikkim,Gyalshing,encroachment,Junior Engineer - Encroachment,je.encroachment.gyalshing@sikkim.gov.in,Municipal Commissioner,commissioner.gyalshing@sikkim.gov.in,Principal Secretary - Encroachment,secy.encroachment@sikkim.gov.in
Sikkim,Gyalshing,horticulture,Junior Engineer - Horticulture,je.horticulture.gyalshing@sikkim.gov.in,Municipal Commissioner,commissioner.gyalshing@sikkim.gov.in,Principal Secretary - Horticulture,secy.horticulture@sikkim.gov.in
Sikkim,Gyalshing,health,Junior Engineer - Health,je.health.gyalshing@sikkim.gov.in,Municipal Commissioner,commissioner.gyalshing@sikkim.gov.in,Principal Secretary - Health,secy.health@sikkim.gov.in
Sikkim,Gyalshing,revenue,Junior Engineer - Revenue,je.revenue.gyalshing@sikkim.gov.in,Municipal Commissioner,commissioner.gyalshing@sikkim.gov.in,Principal Secretary - Revenue,secy.revenue@sikkim.gov.in
Sikkim,Namchi,sanitation,Junior Engineer - Sanitation,je.sanitation.namchi@sikkim.gov.in,Municipal Commissioner,commissioner.namchi@sikkim.gov.in,Principal Secretary - Sanitation,secy.sanitation@sikkim.gov.in
Sikkim,Namchi,water,Junior Engineer - Water,je.water.namchi@sikkim.gov.in,Municipal Commissioner,commissioner.namchi@sikkim.gov.in,Principal Secretary - Water,secy.water@sikkim.gov.in
Sikkim,Namchi,pwd,Junior Engineer - PWD,je.pwd.namchi@sikkim.gov.in,Municipal Commissioner,commissioner.namchi@sikkim.gov.in,Principal Secretary - PWD,secy.pwd@sikkim.gov.in
Sikkim,Namchi,electricity,Junior Engineer - Electricity,je.electricity.namchi@sikkim.gov.in,Municipal Commissioner,commissioner.namchi@sikkim.gov.in,Principal Secretary - Electricity,secy.electricity@sikkim.gov.in
Sikkim,Namchi,encroachment,Junior Engineer - Encroachment,je.encroachment.namchi@sikkim.gov.in,Municipal Commissioner,commissioner.namchi@sikkim.gov.in,Principal Secretary - Encroachment,secy.encroachment@sikkim.gov.in
Sikkim,Namchi,horticulture,Junior Engineer - Horticulture,je.horticulture.namchi@sikkim.gov.in,Municipal Commissioner,commissioner.namchi@sikkim.gov.in,Principal Secretary - Horticulture,secy.horticulture@sikkim.gov.in
Sikkim,Namchi,health,Junior Engineer - Health,je.health.namchi@sikkim.gov.in,Municipal Commissioner,commissioner.namchi@sikkim.gov.in,Principal Secretary - Health,secy.health@sikkim.gov.in
Sikkim,Namchi,revenue,Junior Engineer - Revenue,je.revenue.namchi@sikkim.gov.in,Municipal Commissioner,commissioner.namchi@sikkim.gov.in,Principal Secretary - Revenue,secy.revenue@sikkim.gov.in
Tamil Nadu,Chennai,sanitation,Junior Engineer - Sanitation,je.sanitation.chennai@tamilnadu.gov.in,Municipal Commissioner,commissioner.chennai@tamilnadu.gov.in,Principal Secretary - Sanitation,secy.sanitation@tamilnadu.gov.in
Tamil Nadu,Chennai,water,Junior Engineer - Water,je.water.chennai@tamilnadu.gov.in,Municipal Commissioner,commissioner.chennai@tamilnadu.gov.in,Principal Secretary - Water,secy.water@tamilnadu.gov.in
Tamil Nadu,Chennai,pwd,Junior Engineer - PWD,je.pwd.chennai@tamilnadu.gov.in,Municipal Commissioner,commissioner.chennai@tamilnadu.gov.in,Principal Secretary - PWD,secy.pwd@tamilnadu.gov.in
Tamil Nadu,Chennai,electricity,Junior Engineer - Electricity,je.electricity.chennai@tamilnadu.gov.in,Municipal Commissioner,commissioner.chennai@tamilnadu.gov.in,Principal Secretary - Electricity,secy.electricity@tamilnadu.gov.in
Tamil Nadu,Chennai,encroachment,Junior Engineer - Encroachment,je.encroachment.chennai@tamilnadu.gov.in,Municipal Commissioner,commissioner.chennai@tamilnadu.gov.in,Principal Secretary - Encroachment,secy.encroachment@tamilnadu.gov.in
Tamil Nadu,Chennai,horticulture,Junior Engineer - Horticulture,je.horticulture.chennai@tamilnadu.gov.in,Municipal Commissioner,commissioner.chennai@tamilnadu.gov.in,Principal Secretary - Horticulture,secy.horticulture@tamilnadu.gov.in
Tamil Nadu,Chennai,health,Junior Engineer - Health,je.health.chennai@tamilnadu.gov.in,Municipal Commissioner,commissioner.chennai@tamilnadu.gov.in,Principal Secretary - Health,secy.health@tamilnadu.gov.in
Tamil Nadu,Chennai,revenue,Junior Engineer - Revenue,je.revenue.chennai@tamilnadu.gov.in,Municipal Commissioner,commissioner.chennai@tamilnadu.gov.in,Principal Secretary - Revenue,secy.revenue@tamilnadu.gov.in
Tamil Nadu,Coimbatore,sanitation,Junior Engineer - Sanitation,je.sanitation.coimbatore@tamilnadu.gov.in,Municipal Commissioner,commissioner.coimbatore@tamilnadu.gov.in,Principal Secretary - Sanitation,secy.sanitation@tamilnadu.gov.in
Tamil Nadu,Coimbatore,water,Junior Engineer - Water,je.water.coimbatore@tamilnadu.gov.in,Municipal Commissioner,commissioner.coimbatore@tamilnadu.gov.in,Principal Secretary - Water,secy.water@tamilnadu.gov.in
Tamil Nadu,Coimbatore,pwd,Junior Engineer - PWD,je.pwd.coimbatore@tamilnadu.gov.in,Municipal Commissioner,commissioner.coimbatore@tamilnadu.gov.in,Principal Secretary - PWD,secy.pwd@tamilnadu.gov.in
Tamil Nadu,Coimbatore,electricity,Junior Engineer - Electricity,je.electricity.coimbatore@tamilnadu.gov.in,Municipal Commissioner,commissioner.coimbatore@tamilnadu.gov.in,Principal Secretary - Electricity,secy.electricity@tamilnadu.gov.in
Tamil Nadu,Coimbatore,encroachment,Junior Engineer - Encroachment,je.encroachment.coimbatore@tamilnadu.gov.in,Municipal Commissioner,commissioner.coimbatore@tamilnadu.gov.in,Principal Secretary - Encroachment,secy.encroachment@tamilnadu.gov.in
Tamil Nadu,Coimbatore,horticulture,Junior Engineer - Horticulture,je.horticulture.coimbatore@tamilnadu.gov.in,Municipal Commissioner,commissioner.coimbatore@tamilnadu.gov.in,Principal Secretary - Horticulture,secy.horticulture@tamilnadu.gov.in
Tamil Nadu,Coimbatore,health,Junior Engineer - Health,je.health.coimbatore@tamilnadu.gov.in,Municipal Commissioner,commissioner.coimbatore@tamilnadu.gov.in,Principal Secretary - Health,secy.health@tamilnadu.gov.in
Tamil Nadu,Coimbatore,revenue,Junior Engineer - Revenue,je.revenue.coimbatore@tamilnadu.gov.in,Municipal Commissioner,commissioner.coimbatore@tamilnadu.gov.in,Principal Secretary - Revenue,secy.revenue@tamilnadu.gov.in
Tamil Nadu,Madurai,sanitation,Junior Engineer - Sanitation,je.sanitation.madurai@tamilnadu.gov.in,Municipal Commissioner,commissioner.madurai@tamilnadu.gov.in,Principal Secretary - Sanitation,secy.sanitation@tamilnadu.gov.in
Tamil Nadu,Madurai,water,Junior Engineer - Water,je.water.madurai@tamilnadu.gov.in,Municipal Commissioner,commissioner.madurai@tamilnadu.gov.in,Principal Secretary - Water,secy.water@tamilnadu.gov.in
Tamil Nadu,Madurai,pwd,Junior Engineer - PWD,je.pwd.madurai@tamilnadu.gov.in,Municipal Commissioner,commissioner.madurai@tamilnadu.gov.in,Principal Secretary - PWD,secy.pwd@tamilnadu.gov.in
Tamil Nadu,Madurai,electricity,Junior Engineer - Electricity,je.electricity.madurai@tamilnadu.gov.in,Municipal Commissioner,commissioner.madurai@tamilnadu.gov.in,Principal Secretary - Electricity,secy.electricity@tamilnadu.gov.in
Tamil Nadu,Madurai,encroachment,Junior Engineer - Encroachment,je.encroachment.madurai@tamilnadu.gov.in,Municipal Commissioner,commissioner.madurai@tamilnadu.gov.in,Principal Secretary - Encroachment,secy.encroachment@tamilnadu.gov.in
Tamil Nadu,Madurai,horticulture,Junior Engineer - Horticulture,je.horticulture.madurai@tamilnadu.gov.in,Municipal Commissioner,commissioner.madurai@tamilnadu.gov.in,Principal Secretary - Horticulture,secy.horticulture@tamilnadu.gov.in
Tamil Nadu,Madurai,health,Junior Engineer - Health,je.health.madurai@tamilnadu.gov.in,Municipal Commissioner,commissioner.madurai@tamilnadu.gov.in,Principal Secretary - Health,secy.health@tamilnadu.gov.in
Tamil Nadu,Madurai,revenue,Junior Engineer - Revenue,je.revenue.madurai@tamilnadu.gov.in,Municipal Commissioner,commissioner.madurai@tamilnadu.gov.in,Principal Secretary - Revenue,secy.revenue@tamilnadu.gov.in
Telangana,Hyderabad,sanitation,Junior Engineer - Sanitation,je.sanitation.hyderabad@telangana.gov.in,Municipal Commissioner,commissioner.hyderabad@telangana.gov.in,Principal Secretary - Sanitation,secy.sanitation@telangana.gov.in
Telangana,Hyderabad,water,Junior Engineer - Water,je.water.hyderabad@telangana.gov.in,Municipal Commissioner,commissioner.hyderabad@telangana.gov.in,Principal Secretary - Water,secy.water@telangana.gov.in
Telangana,Hyderabad,pwd,Junior Engineer - PWD,je.pwd.hyderabad@telangana.gov.in,Municipal Commissioner,commissioner.hyderabad@telangana.gov.in,Principal Secretary - PWD,secy.pwd@telangana.gov.in
Telangana,Hyderabad,electricity,Junior Engineer - Electricity,je.electricity.hyderabad@telangana.gov.in,Municipal Commissioner,commissioner.hyderabad@telangana.gov.in,Principal Secretary - Electricity,secy.electricity@telangana.gov.in
Telangana,Hyderabad,encroachment,Junior Engineer - Encroachment,je.encroachment.hyderabad@telangana.gov.in,Municipal Commissioner,commissioner.hyderabad@telangana.gov.in,Principal Secretary - Encroachment,secy.encroachment@telangana.gov.in
Telangana,Hyderabad,horticulture,Junior Engineer - Horticulture,je.horticulture.hyderabad@telangana.gov.in,Municipal Commissioner,commissioner.hyderabad@telangana.gov.in,Principal Secretary - Horticulture,secy.horticulture@telangana.gov.in
Telangana,Hyderabad,health,Junior Engineer - Health,je.health.hyderabad@telangana.gov.in,Municipal Commissioner,commissioner.hyderabad@telangana.gov.in,Principal Secretary - Health,secy.health@telangana.gov.in
Telangana,Hyderabad,revenue,Junior Engineer - Revenue,je.revenue.hyderabad@telangana.gov.in,Municipal Commissioner,commissioner.hyderabad@telangana.gov.in,Principal Secretary - Revenue,secy.revenue@telangana.gov.in
Telangana,Nizamabad,sanitation,Junior Engineer - Sanitation,je.sanitation.nizamabad@telangana.gov.in,Municipal Commissioner,commissioner.nizamabad@telangana.gov.in,Principal Secretary - Sanitation,secy.sanitation@telangana.gov.in
Telangana,Nizamabad,water,Junior Engineer - Water,je.water.nizamabad@telangana.gov.in,Municipal Commissioner,commissioner.nizamabad@telangana.gov.in,Principal Secretary - Water,secy.water@telangana.gov.in
Telangana,Nizamabad,pwd,Junior Engineer - PWD,je.pwd.nizamabad@telangana.gov.in,Municipal Commissioner,commissioner.nizamabad@telangana.gov.in,Principal Secretary - PWD,secy.pwd@telangana.gov.in
Telangana,Nizamabad,electricity,Junior Engineer - Electricity,je.electricity.nizamabad@telangana.gov.in,Municipal Commissioner,commissioner.nizamabad@telangana.gov.in,Principal Secretary - Electricity,secy.electricity@telangana.gov.in
Telangana,Nizamabad,encroachment,Junior Engineer - Encroachment,je.encroachment.nizamabad@telangana.gov.in,Municipal Commissioner,commissioner.nizamabad@telangana.gov.in,Principal Secretary - Encroachment,secy.encroachment@telangana.gov.in
Telangana,Nizamabad,horticulture,Junior Engineer - Horticulture,je.horticulture.nizamabad@telangana.gov.in,Municipal Commissioner,commissioner.nizamabad@telangana.gov.in,Principal Secretary - Horticulture,secy.horticulture@telangana.gov.in
Telangana,Nizamabad,health,Junior Engineer - Health,je.health.nizamabad@telangana.gov.in,Municipal Commissioner,commissioner.nizamabad@telangana.gov.in,Principal Secretary - Health,secy.health@telangana.gov.in
Telangana,Nizamabad,revenue,Junior Engineer - Revenue,je.revenue.nizamabad@telangana.gov.in,Municipal Commissioner,commissioner.nizamabad@telangana.gov.in,Principal Secretary - Revenue,secy.revenue@telangana.gov.in
Telangana,Warangal,sanitation,Junior Engineer - Sanitation,je.sanitation.warangal@telangana.gov.in,Municipal Commissioner,commissioner.warangal@telangana.gov.in,Principal Secretary - Sanitation,secy.sanitation@telangana.gov.in
Telangana,Warangal,water,Junior Engineer - Water,je.water.warangal@telangana.gov.in,Municipal Commissioner,commissioner.warangal@telangana.gov.in,Principal Secretary - Water,secy.water@telangana.gov.in
Telangana,Warangal,pwd,Junior Engineer - PWD,je.pwd.warangal@telangana.gov.in,Municipal Commissioner,commissioner.warangal@telangana.gov.in,Principal Secretary - PWD,secy.pwd@telangana.gov.in
Telangana,Warangal,electricity,Junior Engineer - Electricity,je.electricity.warangal@telangana.gov.in,Municipal Commissioner,commissioner.warangal@telangana.gov.in,Principal Secretary - Electricity,secy.electricity@telangana.gov.in
Telangana,Warangal,encroachment,Junior Engineer - Encroachment,je.encroachment.warangal@telangana.gov.in,Municipal Commissioner,commissioner.warangal@telangana.gov.in,Principal Secretary - Encroachment,secy.encroachment@telangana.gov.in
Telangana,Warangal,horticulture,Junior Engineer - Horticulture,je.horticulture.warangal@telangana.gov.in,Municipal Commissioner,commissioner.warangal@telangana.gov.in,Principal Secretary - Horticulture,secy.horticulture@telangana.gov.in
Telangana,Warangal,health,Junior Engineer - Health,je.health.warangal@telangana.gov.in,Municipal Commissioner,commissioner.warangal@telangana.gov.in,Principal Secretary - Health,secy.health@telangana.gov.in
Telangana,Warangal,revenue,Junior Engineer - Revenue,je.revenue.warangal@telangana.gov.in,Municipal Commissioner,commissioner.warangal@telangana.gov.in,Principal Secretary - Revenue,secy.revenue@telangana.gov.in
Tripura,Agartala,sanitation,Junior Engineer - Sanitation,je.sanitation.agartala@tripura.gov.in,Municipal Commissioner,commissioner.agartala@tripura.gov.in,Principal Secretary - Sanitation,secy.sanitation@tripura.gov.in
Tripura,Agartala,water,Junior Engineer - Water,je.water.agartala@tripura.gov.in,Municipal Commissioner,commissioner.agartala@tripura.gov.in,Principal Secretary - Water,secy.water@tripura.gov.in
Tripura,Agartala,pwd,Junior Engineer - PWD,je.pwd.agartala@tripura.gov.in,Municipal Commissioner,commissioner.agartala@tripura.gov.in,Principal Secretary - PWD,secy.pwd@tripura.gov.in
Tripura,Agartala,electricity,Junior Engineer - Electricity,je.electricity.agartala@tripura.gov.in,Municipal Commissioner,commissioner.agartala@tripura.gov.in,Principal Secretary - Electricity,secy.electricity@tripura.gov.in
Tripura,Agartala,encroachment,Junior Engineer - Encroachment,je.encroachment.agartala@tripura.gov.in,Municipal Commissioner,commissioner.agartala@tripura.gov.in,Principal Secretary - Encroachment,secy.encroachment@tripura.gov.in
Tripura,Agartala,horticulture,Junior Engineer - Horticulture,je.horticulture.agartala@tripura.gov.in,Municipal Commissioner,commissioner.agartala@tripura.gov.in,Principal Secretary - Horticulture,secy.horticulture@tripura.gov.in
Tripura,Agartala,health,Junior Engineer - Health,je.health.agartala@tripura.gov.in,Municipal Commissioner,commissioner.agartala@tripura.gov.in,Principal Secretary - Health,secy.health@tripura.gov.in
Tripura,Agartala,revenue,Junior Engineer - Revenue,je.revenue.agartala@tripura.gov.in,Municipal Commissioner,commissioner.agartala@tripura.gov.in,Principal Secretary - Revenue,secy.revenue@tripura.gov.in
Tripura,Dharmanagar,sanitation,Junior Engineer - Sanitation,je.sanitation.dharmanagar@tripura.gov.in,Municipal Commissioner,commissioner.dharmanagar@tripura.gov.in,Principal Secretary - Sanitation,secy.sanitation@tripura.gov.in
Tripura,Dharmanagar,water,Junior Engineer - Water,je.water.dharmanagar@tripura.gov.in,Municipal Commissioner,commissioner.dharmanagar@tripura.gov.in,Principal Secretary - Water,secy.water@tripura.gov.in
Tripura,Dharmanagar,pwd,Junior Engineer - PWD,je.pwd.dharmanagar@tripura.gov.in,Municipal Commissioner,commissioner.dharmanagar@tripura.gov.in,Principal Secretary - PWD,secy.pwd@tripura.gov.in
Tripura,Dharmanagar,electricity,Junior Engineer - Electricity,je.electricity.dharmanagar@tripura.gov.in,Municipal Commissioner,commissioner.dharmanagar@tripura.gov.in,Principal Secretary - Electricity,secy.electricity@tripura.gov.in
Tripura,Dharmanagar,encroachment,Junior Engineer - Encroachment,je.encroachment.dharmanagar@tripura.gov.in,Municipal Commissioner,commissioner.dharmanagar@tripura.gov.in,Principal Secretary - Encroachment,secy.encroachment@tripura.gov.in
Tripura,Dharmanagar,horticulture,Junior Engineer - Horticulture,je.horticulture.dharmanagar@tripura.gov.in,Municipal Commissioner,commissioner.dharmanagar@tripura.gov.in,Principal Secretary - Horticulture,secy.horticulture@tripura.gov.in
Tripura,Dharmanagar,health,Junior Engineer - Health,je.health.dharmanagar@tripura.gov.in,Municipal Commissioner,commissioner.dharmanagar@tripura.gov.in,Principal Secretary - Health,secy.health@tripura.gov.in
